0.03	0.0036	0.001
0.07	0.0099	0.001
0.09	0.0146	0.001
0.13	0.0260	0.001
0.16	0.0431	0.001
0.19	0.0710	0.001
0.21	0.1060	0.001
0.25	0.2420	0.001
0.3	0.8300	0.001
0.32	1.4800	0.001
0.37	4.9110	0.001
0.39	8.5010	0.001
0.43	24.7110	0.001
0.46	60.6900	0.001
0.49	100.2000	0.001
0.52	201.0000	0.001
0.55	389.6000	0.001
0.57	592.7000	0.001
0.6	1149.1000	0.001
