556.097561	7.00	0.4								
565.8536585	7.80	0.4								
575.6097561	8.40	0.4								
585.3658537	9.20	0.4								
595.1219512	9.60	0.4								
604.8780488	10.2	0.4								
614.6341463	11.0	0.4								
624.3902439	11.8	0.4								
634.1463415	12.4	0.4								
643.9024	13.0000	0.4000								
653.6585	13.6000	0.4000								
663.4146	14.0000	0.4000								
673.1707	14.4000	0.4000								
682.9268	13.8000	0.4000								
692.6829	13.8000	0.4000								
702.4390	13.6000	0.4000								
712.1951	13.4000	0.4000								
721.9512	13.6000	0.4000								
731.7073	13.6000	0.4000								
741.4634	13.6000	0.4000								
751.2195	13.4000	0.4000								
760.9756	13.2000	0.4000								
770.7317	11.8000	0.4000								
780.4878	10.6000	0.4000								
790.2439	9.8000	0.4000								
800.0000	8.6000	0.4000								
809.7561	8.4000	0.4000								
819.5122	9.0000	0.4000								
829.2683	9.5000	0.4000								
839.0244	9.8000	0.4000								
848.7805	10.0000	0.4000								
858.5366	10.2000	0.4000								
868.2927	9.4000	0.4000								
878.0488	8.8000	0.4000								
887.8049	7.6000	0.4000								
897.5610	6.4000	0.4000								
624.3902439	11.754572	0.176								
625.3658537	11.84254	0.176								
626.3414634	11.930508	0.176								
627.3170732	12.018476	0.176								
628.2926829	12.106444	0.176								
629.2682927	12.194412	0.176								
630.2439024	12.28238	0.176								
631.2195122	12.194412	0.176								
632.195122	12.28238	0.176								
633.1707317	12.458316	0.176								
634.1463415	12.546284	0.176								
635.1219512	12.546284	0.176								
636.097561	12.72222	0.176								
637.0731707	12.546284	0.176								
638.0487805	12.678236	0.176								
639.0243902	12.810188	0.176								
640	12.634252	0.176								
640.9756098	12.72222	0.176								
641.9512195	12.72222	0.176								
642.9268293	12.72222	0.176								
643.902439	12.898156	0.176								
