0.03	-5.626821434	0.001
0.07	-4.615220522	0.001
0.09	-4.22673375	0.001
0.13	-3.649658741	0.001
0.16	-3.144232282	0.001
0.19	-2.645075402	0.001
0.21	-2.244316185	0.001
0.25	-1.418817553	0.001
0.3	-0.186329578	0.001
0.32	0.392042088	0.001
0.37	1.591477587	0.001
0.39	2.140183804	0.001
0.43	3.207248489	0.001
0.46	4.10577894	0.001
0.49	4.607168189	0.001
0.52	5.303304908	0.001
0.55	5.965120572	0.001
0.57	6.384688369	0.001
0.6	7.046734306	0.001
