0.0300	-5.6268	0.000018
0.0700	-4.6152	0.00002
0.090	-4.2267	0.0002
0.130	-3.6497	0.0003
0.160	-3.1442	0.0003
0.190	-2.6451	0.0004
0.210	-2.2443	0.0004
0.250	-1.4188	0.0007
0.300	-0.186	0.005
0.320	0.392	0.003
0.370	1.5915	0.0006
0.390	2.1402	0.0005
0.430	3.2072	0.0003
0.460	4.1058	0.0002
0.490	4.6	0.2
0.520	5.30	0.19
0.550	5.97	0.17
0.570	6.38	0.16
0.600	7.05	0.14
